"","collect_date","Inv_PV_kW","Inv_kW","Inv_RS_V","Inv_ST_V","Inv_TR_V","Inv_R_A","Inv_S_A","Inv_T_A","Inv_Hz","DC_hat","AC_hat","decision","tau","error"
"1",2025-08-08,0,0,0,0,0,0,0,0,0,-7.67015069723129e-11,-2.27755419909954e-11,0,51.1349138227399,32.9471535932336
"2",2025-08-08 00:15:00,0,0,0,0,0,0,0,0,0,2.26706266403198e-11,-1.38799715787172e-11,0,51.1349138227399,32.9471535932336
"3",2025-08-08 00:30:00,0,0,0,0,0,0,0,0,0,1.47438505664468e-11,1.04316202923656e-11,0,51.1349138227399,32.9471535932336
"4",2025-08-08 00:45:00,0,0,0,0,0,0,0,0,0,8.75244662165642e-12,-1.77459344267845e-11,0,51.1349138227399,32.9471535932336
"5",2025-08-08 01:00:00,0,0,0,0,0,0,0,0,0,4.23417799174786e-12,1.48517116904259e-11,0,51.1349138227399,32.9471535932336
"6",2025-08-08 01:15:00,0,0,0,0,0,0,0,0,0,-6.0625609010458e-11,5.61955533921719e-11,0,51.1349138227399,32.9471535932336
"7",2025-08-08 01:30:00,0,0,0,0,0,0,0,0,0,1.54256671667099e-11,-1.22945941984653e-11,0,51.1349138227399,32.9471535932336
"8",2025-08-08 01:45:00,0,0,0,0,0,0,0,0,0,-4.1555929929018e-11,3.6845251917839e-11,0,51.1349138227399,32.9471535932336
"9",2025-08-08 02:00:00,0,0,0,0,0,0,0,0,0,2.74822930805385e-12,-1.01065896451473e-11,0,51.1349138227399,32.9471535932336
"10",2025-08-08 02:15:00,0,0,0,0,0,0,0,0,0,9.26224607974291e-12,2.57863514125347e-11,0,51.1349138227399,32.9471535932336
"11",2025-08-08 02:30:00,0,0,0,0,0,0,0,0,0,-1.67437139898539e-11,-8.92808809876442e-11,0,51.1349138227399,32.9471535932336
"12",2025-08-08 02:45:00,0,0,0,0,0,0,0,0,0,1.0602605342865e-10,-1.37281762436032e-11,0,51.1349138227399,32.9471535932336
"13",2025-08-08 03:00:00,0,0,0,0,0,0,0,0,0,6.22797980904579e-11,-2.51576560549438e-12,0,51.1349138227399,32.9471535932336
"14",2025-08-08 03:15:00,0,0,0,0,0,0,0,0,0,-1.47404558956623e-11,3.03171784617007e-12,0,51.1349138227399,32.9471535932336
"15",2025-08-08 03:30:00,0,0,0,0,0,0,0,0,0,-5.25604374706745e-11,-2.98434738069773e-11,0,51.1349138227399,32.9471535932336
"16",2025-08-08 03:45:00,0,0,0,0,0,0,0,0,0,2.69452296197414e-11,-4.13764789700508e-11,0,51.1349138227399,32.9471535932336
"17",2025-08-08 04:00:00,0,0,0,0,0,0,0,0,0,1.19314668700099e-11,3.19657139480114e-11,0,51.1349138227399,32.9471535932336
