"","collect_date","Inv_PV_kW","Inv_kW","Inv_RS_V","Inv_ST_V","Inv_TR_V","Inv_R_A","Inv_S_A","Inv_T_A","Inv_Hz","DC_hat","AC_hat","decision","tau","error"
"1",2025-08-24,0,0,0,0,0,0,0,0,0,-8.87404847890139e-12,1.65825411677361e-11,0,51.1349138227399,34.7442064424744
"2",2025-08-24 00:15:00,0,0,0,0,0,0,0,0,0,1.30554130300879e-11,1.52876302599907e-11,0,51.1349138227399,34.7442064424744
"3",2025-08-24 00:30:00,0,0,0,0,0,0,0,0,0,4.01820056140423e-13,-2.94506642967463e-12,0,51.1349138227399,34.7442064424744
"4",2025-08-24 00:45:00,0,0,0,0,0,0,0,0,0,3.09946909546852e-11,-1.10490918159485e-11,0,51.1349138227399,34.7442064424744
"5",2025-08-24 01:00:00,0,0,0,0,0,0,0,0,0,-9.53561253845692e-12,-2.50619649887085e-12,0,51.1349138227399,34.7442064424744
"6",2025-08-24 01:15:00,0,0,0,0,0,0,0,0,0,-8.91025736927986e-12,-2.28163208812475e-11,0,51.1349138227399,34.7442064424744
"7",2025-08-24 01:30:00,0,0,0,0,0,0,0,0,0,3.13066272065043e-12,-2.65433751046658e-11,0,51.1349138227399,34.7442064424744
"8",2025-08-24 01:45:00,0,0,0,0,0,0,0,0,0,-2.11546402424574e-11,1.18464305996895e-11,0,51.1349138227399,34.7442064424744
"9",2025-08-24 02:00:00,0,0,0,0,0,0,0,0,0,-1.61989778280258e-11,2.26289667189121e-11,0,51.1349138227399,34.7442064424744
"10",2025-08-24 02:15:00,0,0,0,0,0,0,0,0,0,-3.75337433069944e-12,-1.34385302662849e-11,0,51.1349138227399,34.7442064424744
"11",2025-08-24 02:30:00,0,0,0,0,0,0,0,0,0,7.42627307772636e-14,-2.01881881803274e-11,0,51.1349138227399,34.7442064424744
"12",2025-08-24 02:45:00,0,0,0,0,0,0,0,0,0,1.3821292668581e-14,2.611487172544e-12,0,51.1349138227399,34.7442064424744
"13",2025-08-24 03:00:00,0,0,0,0,0,0,0,0,0,1.64780896157026e-11,-3.21058891713619e-11,0,51.1349138227399,34.7442064424744
"14",2025-08-24 03:15:00,0,0,0,0,0,0,0,0,0,8.5073821246624e-12,8.598065469414e-13,0,51.1349138227399,34.7442064424744
"15",2025-08-24 03:30:00,0,0,0,0,0,0,0,0,0,-1.97177715599537e-11,-1.21435131877661e-11,0,51.1349138227399,34.7442064424744
"16",2025-08-24 03:45:00,0,0,0,0,0,0,0,0,0,-2.0006075501442e-12,2.7906522154808e-12,0,51.1349138227399,34.7442064424744
"17",2025-08-24 04:00:00,0,0,0,0,0,0,0,0,0,4.14208974689245e-12,-3.15750241279602e-11,0,51.1349138227399,34.7442064424744
"18",2025-08-24 04:15:00,0,0,0,0,0,0,0,0,0,-5.59403095394373e-12,1.86063814908266e-11,0,51.1349138227399,34.7442064424744
"19",2025-08-24 04:30:00,0,0,0,0,0,0,0,0,0,-2.60888524353504e-11,-4.1652275249362e-12,0,51.1349138227399,34.7442064424744
"20",2025-08-24 04:45:00,0,0,0,0,0,0,0,0,0,8.22899863123894e-13,2.053077891469e-11,0,51.1349138227399,34.7442064424744
"21",2025-08-24 05:00:00,0,0,0,0,0,0,0,0,0,1.19904037564993e-11,-2.73669213056564e-11,0,51.1349138227399,34.7442064424744
"22",2025-08-24 05:15:00,0,0,0,0,0,0,0,0,0,-0.024548451602459,0.00356820151209831,0,51.1349138227399,34.7442064424744
"23",2025-08-24 05:30:00,0,0,0,0,0,0,0,0,0,0.0396465435624123,-0.0531443811953068,0,51.1349138227399,34.7442064424744
"24",2025-08-24 05:45:00,0.2,0,375,379,377,5.3,5.2,5.7,60,0.0530722141265869,-0.0643741026520729,0,51.1349138227399,34.7442064424744
"25",2025-08-24 06:00:00,0.6,0.3,373,377,375,5.3,5.3,5.7,59.9,0.444980084896088,0.116811908781528,0,51.1349138227399,34.7442064424744
"26",2025-08-24 06:15:00,0,0,371,376,374,0.2,0.1,0.2,59.9,0.620494240522385,0.621884852647781,0,51.1349138227399,34.7442064424744
"27",2025-08-24 06:30:00,2.3,2,373,376,374,5.9,6,6.3,60,2.04506586492062,1.35868644714355,0,51.1349138227399,34.7442064424744
"28",2025-08-24 06:45:00,3.2,3,378,383,381,6.7,6.7,7.2,60,3.59424942433834,2.8459170460701,0,51.1349138227399,34.7442064424744
"29",2025-08-24 07:00:00,5.9,5.8,374,377,375,9.6,9.9,10.7,60,4.77516021132469,5.04935681819916,0,51.1349138227399,34.7442064424744
"30",2025-08-24 07:15:00,8.3,8.1,375,379,377,13.1,13.5,14.4,60,6.15894414484501,6.12985557317734,0,51.1349138227399,34.7442064424744
"31",2025-08-24 07:30:00,7.1,6.9,376,379,377,11.5,11.9,12.8,59.9,8.84156105518341,7.78869994580746,0,51.1349138227399,34.7442064424744
"32",2025-08-24 07:45:00,8.6,8.3,377,381,378,13.5,13.9,14.8,60,9.57702696323395,8.59275432527065,0,51.1349138227399,34.7442064424744
"33",2025-08-24 08:00:00,8.1,7.8,377,381,379,12.8,13.1,14.1,60,10.4505698204041,9.64711747169495,0,51.1349138227399,34.7442064424744
"34",2025-08-24 08:15:00,8.5,8.6,378,381,380,13.5,13.7,14.7,60,11.3270995080471,11.9604981422424,0,51.1349138227399,34.7442064424744
"35",2025-08-24 08:30:00,11.8,11.4,378,382,379,17.9,18.2,19.1,60,15.9746787071228,16.3233441710472,0,51.1349138227399,34.7442064424744
"36",2025-08-24 08:45:00,9.8,9.4,379,383,381,14.8,15.2,16.1,59.9,16.5143402457237,16.9178855061531,0,51.1349138227399,34.7442064424744
"37",2025-08-24 09:00:00,13.1,12.8,377,380,378,20,19.9,21.1,60,16.2837074816227,15.1806852340698,0,51.1349138227399,34.7442064424744
"38",2025-08-24 09:15:00,13.9,13.7,376,380,378,21.4,21.4,22.5,60,21.1053483724594,21.2806886196136,0,51.1349138227399,34.7442064424744
"39",2025-08-24 09:30:00,14.4,14,375,379,376,22,22,23,60,24.1396999418736,22.9064803719521,0,51.1349138227399,34.7442064424744
"40",2025-08-24 09:45:00,12.7,12.4,376,379,378,19.4,19.5,20.7,60,22.3080667495728,22.5794625282288,0,51.1349138227399,34.7442064424744
"41",2025-08-24 10:00:00,24.1,24.1,375,380,378,37,36.9,38.4,60,21.0018834173679,22.0206582546234,0,51.1349138227399,34.7442064424744
"42",2025-08-24 10:15:00,23.6,23.5,377,380,377,36,35.8,37.3,60,24.276742079854,24.6490888595581,0,51.1349138227399,34.7442064424744
"43",2025-08-24 10:30:00,35.1,34.1,377,380,378,52.5,52.2,54.3,60,20.5732278823853,17.1089379787445,0,51.1349138227399,34.7442064424744
"44",2025-08-24 10:45:00,48.9,48,377,379,378,73.4,73.1,74.9,60,22.1459667801857,23.2607496768236,0,51.1349138227399,34.7442064424744
"45",2025-08-24 11:00:00,36.6,35.6,376,378,377,54.6,54.2,55.8,60,23.9591534912586,22.6126346230507,0,51.1349138227399,34.7442064424744
"46",2025-08-24 11:15:00,22.1,22,376,379,378,33.9,33.5,35.3,60,26.8243585944176,25.3123019784689,0,51.1349138227399,34.7442064424744
"47",2025-08-24 11:30:00,17.9,17.5,374,377,376,27.4,27.2,28.7,60,28.2948920726776,25.1720321416855,0,51.1349138227399,34.7442064424744
"48",2025-08-24 11:45:00,17.9,17.6,374,377,376,27.5,27.3,28.7,60,33.8070811629295,31.9826326131821,0,51.1349138227399,34.7442064424744
"49",2025-08-24 12:00:00,45.6,45.2,376,379,377,69.4,69.2,70.5,59.9,31.3413262724876,30.0836918830872,0,51.1349138227399,34.7442064424744
"50",2025-08-24 12:15:00,22.4,22.2,374,378,377,34.5,34,35.6,60,29.1807682752609,29.9734778642654,0,51.1349138227399,34.7442064424744
"51",2025-08-24 12:30:00,36.7,41.2,376,378,376,60.4,60.4,63.1,60,26.3977472484112,30.3386184573174,0,51.1349138227399,34.7442064424744
"52",2025-08-24 12:45:00,16,15.6,373,376,374,24.9,24.5,26,59.9,29.3442561864853,25.8024811774492,0,51.1349138227399,34.7442064424744
"53",2025-08-24 13:00:00,17,16.6,373,376,374,26.3,25.9,27.2,60,27.9500063538551,29.331255197525,0,51.1349138227399,34.7442064424744
"54",2025-08-24 13:15:00,17.1,16.8,374,377,376,26.7,26.2,27.6,60,24.3278579473495,26.2650082856417,0,51.1349138227399,34.7442064424744
"55",2025-08-24 13:30:00,16.2,15.9,374,376,375,25.4,24.9,26.2,60,24.8908917695284,25.6239253044128,0,51.1349138227399,34.7442064424744
"56",2025-08-24 13:45:00,33.2,28,374,377,375,46.8,46.2,47.9,59.9,29.1307363033295,28.7266440868378,0,51.1349138227399,34.7442064424744
"57",2025-08-24 14:00:00,21.7,19.6,373,377,375,31.9,31.3,33,59.9,26.4397737026215,28.7003413438797,0,51.1349138227399,34.7442064424744
"58",2025-08-24 14:15:00,38.3,38,375,378,376,58.5,58,59.6,59.9,24.8274944543838,25.3279585003853,0,51.1349138227399,34.7442064424744
"59",2025-08-24 14:30:00,35.1,34.5,376,379,377,53.1,52.7,54.2,59.9,25.1246084332466,23.9384046196938,0,51.1349138227399,34.7442064424744
"60",2025-08-24 14:45:00,22.9,31.4,376,378,377,47.6,47,48.6,59.9,24.6952254533768,25.3050250291824,0,51.1349138227399,34.7442064424744
"61",2025-08-24 15:00:00,12.5,12.3,375,378,376,19.9,19.5,20.8,60,25.112793135643,26.1581461191177,0,51.1349138227399,34.7442064424744
"62",2025-08-24 15:15:00,31.9,31.6,377,379,378,48.7,48,49.6,59.9,22.4666534513235,20.4733167469502,0,51.1349138227399,34.7442064424744
"63",2025-08-24 15:30:00,27.4,27.1,376,378,377,41.9,41.2,42.8,59.9,22.7164361715317,21.8704263567924,0,51.1349138227399,34.7442064424744
"64",2025-08-24 15:45:00,24.9,24.4,374,378,376,38.1,37.4,38.9,60,19.658555406332,17.5052687644958,0,51.1349138227399,34.7442064424744
"65",2025-08-24 16:00:00,24.9,24.7,374,378,376,38.4,37.7,39.3,59.9,19.6661346077919,18.5911692380905,0,51.1349138227399,34.7442064424744
"66",2025-08-24 16:15:00,20,19.7,375,378,376,31,30.3,31.7,59.9,17.1243569254875,16.1143470883369,0,51.1349138227399,34.7442064424744
"67",2025-08-24 16:30:00,19.1,18.9,374,377,375,29.9,29,30.5,60,17.893474650383,17.9800732493401,0,51.1349138227399,34.7442064424744
"68",2025-08-24 16:45:00,15.3,14.9,375,377,377,23.9,23.3,24.8,60,14.2476204425097,12.8517416059971,0,51.1349138227399,34.7442064424744
"69",2025-08-24 17:00:00,11.4,11,374,377,377,18.1,17.7,19,59.9,9.60006170272827,9.5535130918026,0,51.1349138227399,34.7442064424744
"70",2025-08-24 17:15:00,9.7,9.4,374,378,376,15.6,15.2,16.5,59.9,7.62011647820473,6.84564683139324,0,51.1349138227399,34.7442064424744
"71",2025-08-24 17:30:00,7.3,7,374,378,376,12,11.7,12.7,59.9,6.08290910124779,6.56850408315658,0,51.1349138227399,34.7442064424744
"72",2025-08-24 17:45:00,5.4,5,374,378,376,9,8.6,9.4,59.9,4.31254327893257,4.8552946716547,0,51.1349138227399,34.7442064424744
"73",2025-08-24 18:00:00,3.5,3.1,374,378,377,6.8,6.5,7,60,3.93777867257595,2.95179137587547,0,51.1349138227399,34.7442064424744
"74",2025-08-24 18:15:00,2.2,1.9,374,378,376,6.1,5.7,6.3,60,1.85100681632757,1.48910653889179,0,51.1349138227399,34.7442064424744
"75",2025-08-24 18:30:00,1.4,1,375,377,376,5.3,5,5.6,60,1.40663568377495,1.21329369395971,0,51.1349138227399,34.7442064424744
"76",2025-08-24 18:45:00,0.4,0,374,378,376,4.9,4.7,5.2,60,0.462976165115833,0.00955291539430618,0,51.1349138227399,34.7442064424744
"77",2025-08-24 19:00:00,0.1,0,373,377,375,0.4,0.3,0.4,59.9,0.066157787013799,-0.0141295419540256,0,51.1349138227399,34.7442064424744
"78",2025-08-24 19:15:00,0.1,0,374,377,376,0.5,0.4,0.4,60,-0.0106621278449893,-0.0267198886722326,0,51.1349138227399,34.7442064424744
"79",2025-08-24 19:30:00,0.1,0,374,377,376,0.5,0.4,0.4,60,-0.0968638077378273,-0.131861221045256,0,51.1349138227399,34.7442064424744
"80",2025-08-24 19:45:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0041981534101069,-0.0251191485673189,0,51.1349138227399,34.7442064424744
"81",2025-08-24 20:00:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.100454235076904,4.51860995963216e-12,0,51.1349138227399,34.7442064424744
"82",2025-08-24 20:15:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.102745091915131,3.0909264460206e-11,0,51.1349138227399,34.7442064424744
"83",2025-08-24 20:30:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0924309372901917,1.54234450310469e-11,0,51.1349138227399,34.7442064424744
"84",2025-08-24 20:45:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0987557172775269,2.25651822984219e-11,0,51.1349138227399,34.7442064424744
"85",2025-08-24 21:00:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.10159033536911,3.12147419899702e-11,0,51.1349138227399,34.7442064424744
"86",2025-08-24 21:15:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0969033777713776,4.47083339095116e-11,0,51.1349138227399,34.7442064424744
"87",2025-08-24 21:30:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0938002407550812,1.39590390026569e-11,0,51.1349138227399,34.7442064424744
"88",2025-08-24 21:45:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0943743348121643,-2.98717431724071e-11,0,51.1349138227399,34.7442064424744
"89",2025-08-24 22:00:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0951847195625305,-1.34389847517014e-11,0,51.1349138227399,34.7442064424744
"90",2025-08-24 22:15:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0914156794548035,-1.16777969524264e-11,0,51.1349138227399,34.7442064424744
"91",2025-08-24 22:30:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0980932354927063,-6.68837688863277e-13,0,51.1349138227399,34.7442064424744
"92",2025-08-24 22:45:00,0.1,0,374,377,376,0.5,0.4,0.4,60,0.0984676361083984,-1.43372025340796e-11,0,51.1349138227399,34.7442064424744
"93",2025-08-24 23:00:00,0,0,0,0,0,0,0,0,0,-2.71407514810562e-11,4.01190780103207e-11,0,51.1349138227399,34.7442064424744
"94",2025-08-24 23:15:00,0,0,0,0,0,0,0,0,0,7.81567767262459e-12,-3.04312780499458e-11,0,51.1349138227399,34.7442064424744
"95",2025-08-24 23:30:00,0,0,0,0,0,0,0,0,0,-2.35503502190113e-11,3.18148210644722e-11,0,51.1349138227399,34.7442064424744
"96",2025-08-24 23:45:00,0,0,0,0,0,0,0,0,0,-1.13546103239059e-12,-2.93413829058409e-11,0,51.1349138227399,34.7442064424744
