"","collect_date","Inv_PV_kW","Inv_kW","Inv_RS_V","Inv_ST_V","Inv_TR_V","Inv_R_A","Inv_S_A","Inv_T_A","Inv_Hz","DC_hat","AC_hat","decision","tau","error"
"1",2025-08-23,0,0,0,0,0,0,0,0,0,1.46923465654254e-11,-5.37870731204748e-12,0,51.1349138227399,31.5985612707424
"2",2025-08-23 00:15:00,0,0,0,0,0,0,0,0,0,2.18302458524704e-11,1.38324070721865e-11,0,51.1349138227399,31.5985612707424
"3",2025-08-23 00:30:00,0,0,0,0,0,0,0,0,0,9.88180283457041e-12,2.75429524481297e-11,0,51.1349138227399,31.5985612707424
"4",2025-08-23 00:45:00,0,0,0,0,0,0,0,0,0,-1.81670356541872e-11,-4.52142069116235e-12,0,51.1349138227399,31.5985612707424
"5",2025-08-23 01:00:00,0,0,0,0,0,0,0,0,0,1.25795099884272e-11,1.26345530152321e-11,0,51.1349138227399,31.5985612707424
"6",2025-08-23 01:15:00,0,0,0,0,0,0,0,0,0,-1.36722400784493e-11,-1.21657839044929e-11,0,51.1349138227399,31.5985612707424
"7",2025-08-23 01:30:00,0,0,0,0,0,0,0,0,0,8.23761150240898e-12,1.86965689063072e-11,0,51.1349138227399,31.5985612707424
"8",2025-08-23 01:45:00,0,0,0,0,0,0,0,0,0,1.02752912789583e-11,-3.29179167747498e-11,0,51.1349138227399,31.5985612707424
"9",2025-08-23 02:00:00,0,0,0,0,0,0,0,0,0,1.04095945134759e-11,3.53144966065884e-11,0,51.1349138227399,31.5985612707424
"10",2025-08-23 02:15:00,0,0,0,0,0,0,0,0,0,1.39772370457649e-11,-2.97689437866211e-11,0,51.1349138227399,31.5985612707424
"11",2025-08-23 02:30:00,0,0,0,0,0,0,0,0,0,3.83368134498596e-11,-1.22499782592058e-11,0,51.1349138227399,31.5985612707424
"12",2025-08-23 02:45:00,0,0,0,0,0,0,0,0,0,8.56028683483601e-12,-3.09782195836306e-12,0,51.1349138227399,31.5985612707424
"13",2025-08-23 03:00:00,0,0,0,0,0,0,0,0,0,-1.39082092791796e-11,7.50101124867797e-12,0,51.1349138227399,31.5985612707424
"14",2025-08-23 03:15:00,0,0,0,0,0,0,0,0,0,-9.75161418318749e-12,-1.16840731352568e-11,0,51.1349138227399,31.5985612707424
"15",2025-08-23 03:30:00,0,0,0,0,0,0,0,0,0,-8.56740307062864e-12,-1.99720356613398e-11,0,51.1349138227399,31.5985612707424
"16",2025-08-23 03:45:00,0,0,0,0,0,0,0,0,0,-1.57866887748241e-11,1.55400410294533e-11,0,51.1349138227399,31.5985612707424
"17",2025-08-23 04:00:00,0,0,0,0,0,0,0,0,0,2.83741392195225e-13,-1.98635216802359e-11,0,51.1349138227399,31.5985612707424
"18",2025-08-23 04:15:00,0,0,0,0,0,0,0,0,0,8.93660541623831e-12,-1.68592389672995e-11,0,51.1349138227399,31.5985612707424
"19",2025-08-23 04:30:00,0,0,0,0,0,0,0,0,0,3.42772603034973e-11,-7.68191646784544e-12,0,51.1349138227399,31.5985612707424
"20",2025-08-23 04:45:00,0,0,0,0,0,0,0,0,0,1.10174864530563e-11,2.58168242871761e-11,0,51.1349138227399,31.5985612707424
"21",2025-08-23 05:00:00,0,0,0,0,0,0,0,0,0,1.22819701209664e-12,1.70609280467033e-11,0,51.1349138227399,31.5985612707424
