"","collect_date","Inv_PV_kW","Inv_kW","Inv_RS_V","Inv_ST_V","Inv_TR_V","Inv_R_A","Inv_S_A","Inv_T_A","Inv_Hz","DC_hat","AC_hat","decision","tau","error"
"1",2025-08-19,0,0,0,0,0,0,0,0,0,1.1036685667932e-11,-6.87652379274368e-11,0,51.1349138227399,43.2182595524562
"2",2025-08-19 00:15:00,0,0,0,0,0,0,0,0,0,8.46575107425451e-12,-1.61168556660414e-11,0,51.1349138227399,43.2182595524562
"3",2025-08-19 00:30:00,0,0,0,0,0,0,0,0,0,2.90643088519573e-11,-2.8899360448122e-11,0,51.1349138227399,43.2182595524562
"4",2025-08-19 00:45:00,0,0,0,0,0,0,0,0,0,2.22042202949524e-11,9.84127074480057e-12,0,51.1349138227399,43.2182595524562
"5",2025-08-19 01:00:00,0,0,0,0,0,0,0,0,0,-2.24614907056093e-11,7.71479308605194e-12,0,51.1349138227399,43.2182595524562
"6",2025-08-19 01:15:00,0,0,0,0,0,0,0,0,0,-3.14516387879848e-11,5.76614821329713e-12,0,51.1349138227399,43.2182595524562
"7",2025-08-19 01:30:00,0,0,0,0,0,0,0,0,0,5.419135466218e-11,-3.60772088170052e-11,0,51.1349138227399,43.2182595524562
"8",2025-08-19 01:45:00,0,0,0,0,0,0,0,0,0,4.27447482943535e-11,3.27179953455925e-11,0,51.1349138227399,43.2182595524562
"9",2025-08-19 02:00:00,0,0,0,0,0,0,0,0,0,-2.25464776158333e-11,3.52341048419476e-11,0,51.1349138227399,43.2182595524562
"10",2025-08-19 02:15:00,0,0,0,0,0,0,0,0,0,1.07501912862062e-11,-1.53992976993322e-11,0,51.1349138227399,43.2182595524562
"11",2025-08-19 02:30:00,0,0,0,0,0,0,0,0,0,2.0095132291317e-11,-4.94934841990471e-11,0,51.1349138227399,43.2182595524562
"12",2025-08-19 02:45:00,0,0,0,0,0,0,0,0,0,-2.1626140922308e-11,-3.38450167328119e-12,0,51.1349138227399,43.2182595524562
"13",2025-08-19 03:00:00,0,0,0,0,0,0,0,0,0,2.98084896057844e-11,3.7692341953516e-11,0,51.1349138227399,43.2182595524562
"14",2025-08-19 03:15:00,0,0,0,0,0,0,0,0,0,-3.61363240517676e-12,-3.48769314587116e-11,0,51.1349138227399,43.2182595524562
"15",2025-08-19 03:30:00,0,0,0,0,0,0,0,0,0,1.17447422817349e-11,9.13100317120552e-13,0,51.1349138227399,43.2182595524562
